remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
BancoPopularCol@seguridad.co;cliente1@bancolombia.com;Actualizacion Seguridad;Estimado Cliente, actualice su información bancaria aquí: [enlace peligroso].;2024-07-26 12:45:00;4;sospechoso;1;1;0.6;Fail;1;0;3;0;SPAM
ventas@superofertas.net;ana@gmail.com;¡Ofertas Exclusivas!;Aproveche nuestras ofertas increíbles. ¡Compre ya!;2024-07-27 09:15:00;2;comun;1;0;0.2;Pass;0;0;1;0;HAM
soporte@empresaficticia.com;usuario4@outlook.com;Problemas con su cuenta;Su cuenta ha sido comprometida. Haga clic aquí para solucionarlo: [enlace malicioso];2024-07-27 14:20:00;6;lista_negra;1;2;0.9;Fail;1;1;9;1;SPAM
ganagana@correo.com;usuario5@gmail.com,usuario6@hotmail.com;¡Dinero Fácil!;Gane dinero rápido y fácil. ¡Inscríbase ahora!;2024-07-28 11:00:00;7;sospechoso;2;1;0.7;Fail;1;0;6;1;SPAM
notificaciones@amazon.com.co;cliente2@gmail.com;Su pedido ha sido enviado;Su pedido ha sido enviado. Haga clic aquí para rastrearlo: [enlace seguro];2024-07-28 15:30:00;1;comun;1;1;0.3;Pass;0;0;0;0;HAM
ofertas_increibles@correo.com;usuario7@yahoo.com,usuario8@gmail.com;Gane un carro!;Participe en nuestra rifa para ganar un carro nuevo. ¡Inscríbase aquí!;2024-07-29 08:45:00;3;sospechoso;2;1;0.9;Fail;1;0;4;1;SPAM
amigo@gmail.com;juana@gmail.com;Cita para el almuerzo;Nos vemos para almorzar el jueves a la 1 pm en el restaurante La Puerta Falsa;2024-07-29 16:00:00;0;comun;1;0;0.1;Pass;0;0;0;0;HAM
premio_millonario@hotmail.com;maria@hotmail.com,pedro@gmail.com;¡Ha ganado un premio!;Felicitaciones. Ha ganado un premio.  ¡Reclámelo ahora!;2024-07-30 10:15:00;5;sospechoso;3;1;0.8;Fail;1;1;8;1;SPAM
servicioalcliente@bancolombia.com;cliente3@bancolombia.com;Actualización de su cuenta;Actualice su información bancaria para evitar inconvenientes;2024-07-30 13:30:00;2;comun;1;0;0.4;Pass;0;0;2;0;HAM
megaofertas@correo.co;usuario9@outlook.com;¡Aproveche esta oferta!;Oferta única por tiempo limitado. ¡No se lo pierda!;2024-07-31 09:00:00;4;sospechoso;1;1;0.7;Fail;1;0;5;1;SPAM
notificaciones@mercadolibre.com.co;cliente4@gmail.com;Su compra ha sido confirmada;Su compra ha sido confirmada. Número de seguimiento: [número de seguimiento];2024-07-31 11:45:00;1;comun;1;1;0.2;Pass;0;0;1;0;HAM
correo_importante@empresa.com;usuario10@yahoo.com;Información urgente;Por favor, revise este archivo adjunto con información urgente;2024-08-01 14:00:00;2;sospechoso;1;1;0.5;Fail;1;1;3;0;SPAM
contacto@empresa.com.co;cliente5@hotmail.com;Recordatorio de cita;Recuerda tu cita de hoy a las 3pm;2024-08-01 17:30:00;0;comun;1;0;0.1;Pass;0;0;0;0;HAM
oferta_unica@email.com;usuario11@gmail.com,usuario12@hotmail.com,usuario13@yahoo.com;¡No lo pierda!;Gran oferta por tiempo limitado. ¡Compre ahora!;2024-08-02 10:45:00;3;sospechoso;3;1;0.6;Fail;1;0;4;1;SPAM
soportetecnico@ayuda.co;usuario14@outlook.com;Problema con su computadora;Su computadora ha sido infectada. ¡Actúe ahora!;2024-08-02 15:15:00;6;lista_negra;1;2;0.9;Fail;1;1;8;1;SPAM
aviso_importante@gmail.com;usuario15@gmail.com;Actualizacion de datos;Por favor, actualice sus datos personales para evitar inconvenientes;2024-08-03 09:30:00;2;comun;1;0;0.3;Pass;0;0;2;0;HAM
ofertas_especiales@correo.com;usuario16@yahoo.com,usuario17@gmail.com;¡Gran descuento!;Aproveche nuestro gran descuento por tiempo limitado.  [enlace a tienda];2024-08-03 12:00:00;3;sospechoso;2;1;0.7;Fail;1;0;3;1;SPAM
correo_confirmacion@tiendaonline.com;cliente6@gmail.com;Confirmación de compra;Gracias por su compra. Su pedido ha sido procesado.;2024-08-04 14:45:00;0;comun;1;1;0.2;Pass;0;0;0;0;HAM
sorteo_millonario@correo.net;usuario18@hotmail.com,usuario19@outlook.com;¡Ha ganado un millon!;Felicitaciones, ha ganado un millon de pesos. Reclame su premio aqui [enlace sospechoso];2024-08-04 17:15:00;7;lista_negra;3;2;0.8;Fail;1;1;10;1;SPAM
info@empresa.com;cliente7@gmail.com;Factura #12345;Adjunto encontrará su factura #12345;2024-08-05 10:00:00;0;comun;1;1;0.4;Pass;0;0;0;0;HAM
ganapremios@correo.com;usuario20@gmail.com;¡Premio sorpresa!;Ha ganado un premio sorpresa.  ¡Reclámelo ahora!;2024-08-05 13:30:00;4;sospechoso;1;1;0.7;Fail;1;0;5;1;SPAM
seguridad@banco.com.co;cliente8@bancolombia.com;Actualización de clave;Actualice su clave para mayor seguridad;2024-08-06 09:15:00;2;comun;1;0;0.5;Pass;0;0;1;0;HAM
ofertasincreibles@email.net;usuario21@yahoo.com,usuario22@gmail.com,usuario23@hotmail.com;¡Aproveche esta oferta!;Oferta irresistible por tiempo limitado. ¡Compre ahora!;2024-08-06 11:45:00;5;sospechoso;3;1;0.8;Fail;1;0;6;1;SPAM
notificaciones@paypal.com.co;cliente9@outlook.com;Pago exitoso;Su pago ha sido procesado exitosamente;2024-08-07 14:00:00;1;comun;1;1;0.2;Pass;0;0;0;0;HAM
superoferta@email.com;usuario24@gmail.com;¡Oferta Limitada!;Última oportunidad para aprovechar esta increíble oferta;2024-08-07 16:30:00;3;sospechoso;1;1;0.6;Fail;1;0;4;1;SPAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
ganar_millones@spam.com;usuario1@mail.com,usuario2@mail.com,usuario3@mail.com;¡Gane un Millón!;¡Felicidades! Ha ganado un millón de pesos.  Reclame su premio aquí: [enlace sospechoso].;2024-03-08 10:30:00;5;lista_negra;3;2;0.2;Fail;1;1;7;1;SPAM
ofertas_increibles@spam.co;usuario4@mail.com,usuario5@gmail.com;Oferta Irresistible;Obtenga el nuevo iPhone gratis! Solo debe confirmar sus datos aquí: [enlace peligroso];2024-03-08 12:45:00;4;sospechoso;2;1;0.1;Fail;1;0;6;1;SPAM
banco_colombia_falso@mail.com;usuario6@hotmail.com;Actualizacion Seguridad;Su cuenta bancaria requiere verificación urgente. Ingrese sus datos aquí: [enlace falso];2024-03-09 09:15:00;6;lista_negra;1;1;0.3;Fail;1;0;8;0;SPAM
amigo_secreto@spam.net;usuario7@outlook.com;Tienes un amigo secreto!;¡Participa en nuestro sorteo y gana un viaje a Cartagena! ;2024-03-09 14:20:00;3;sospechoso;1;1;0.2;Fail;1;0;4;0;SPAM
notificaciones@example.com;cliente1@empresa.com.co;Actualización de pedido #1234;Su pedido ha sido actualizado. Puede rastrearlo aquí: [enlace seguro];2024-03-08 16:00:00;1;comun;1;1;0.8;Pass;0;0;1;0;HAM
ofertas_especiales@spam.org;usuario8@yahoo.com,usuario9@gmail.com;¡Gran Remate!;No se pierda esta oportunidad única de comprar a precios increíbles!;2024-03-10 11:00:00;5;sospechoso;2;2;0.15;Fail;1;1;6;1;SPAM
soporte_tecnico@fake.com;usuario10@mail.com;Problema con su cuenta;Hemos detectado un problema con su cuenta. Haga clic aquí para solucionarlo: [enlace fraudulento];2024-03-10 15:30:00;7;lista_negra;1;1;0.2;Fail;1;0;9;1;SPAM
premio_mayor@spam.com.co;usuario11@hotmail.com;¡Ha ganado!;¡Felicitaciones! Usted es el ganador de nuestro gran premio. Reclame su premio aquí: [enlace];2024-03-11 08:45:00;4;lista_negra;1;2;0.1;Fail;1;0;5;1;SPAM
notificaciones@ejemplo.com;usuario12@gmail.com;Recordatorio de Cita;Su cita está programada para mañana a las 10:00 a.m.;2024-03-11 10:00:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
super_oferta@spam.com;usuario13@outlook.com,usuario14@yahoo.com;Oferta limitada;Adquiera nuestro producto estrella con un 50% de descuento!;2024-03-12 13:15:00;3;sospechoso;2;1;0.2;Fail;1;1;3;0;SPAM
info@empresa.com.co;cliente2@empresa.com.co;Reunion Equipo;Recordatorio de reunión hoy a las 3:00 p.m. en la sala de juntas.;2024-03-12 16:30:00;0;comun;1;0;0.95;Pass;0;0;0;0;HAM
ganador_premio@spam.net;usuario15@mail.com;Gran Premio;¡Ha ganado un viaje a Europa!  Confirme aquí: [enlace];2024-03-13 09:00:00;2;sospechoso;1;1;0.3;Fail;1;0;2;0;SPAM
ventas@empresa.com;cliente3@empresa.com.co;Factura #5678;Adjunta la factura #5678 para su revisión;2024-03-13 11:45:00;1;comun;1;0;0.8;Pass;0;0;1;0;HAM
oferta_increible@spam.co;usuario16@gmail.com;¡Última oportunidad!;No se pierda esta increíble oferta!!!;2024-03-14 14:00:00;4;sospechoso;1;2;0.1;Fail;1;0;5;1;SPAM
soporte@empresa.com.co;cliente4@empresa.com.co;Solicitud de soporte;Gracias por contactarnos. Recibimos su solicitud y la atenderemos a la brevedad.;2024-03-14 17:20:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
mega_oferta@spam.org;usuario17@hotmail.com;¡Aproveche Ahora!;Esta oferta es por tiempo limitado!!!;2024-03-15 10:30:00;3;sospechoso;1;1;0.15;Fail;1;0;4;0;SPAM
ganador_loteria@spam.com;usuario18@yahoo.com,usuario19@gmail.com;Premio Loteria;¡Ha ganado un premio de la lotería!  Revise aquí: [enlace];2024-03-15 13:45:00;5;lista_negra;2;1;0.2;Fail;1;0;6;0;SPAM
urgente_seguridad@fake.net;usuario20@outlook.com;Alerta de Seguridad;Su cuenta está en riesgo. Actualice aquí: [enlace malicioso];2024-03-16 09:15:00;6;lista_negra;1;1;0.25;Fail;1;0;7;1;SPAM
remitente_confiable@empresa.com;usuario21@empresa.com.co;Informe Mensual;Informe mensual de ventas adjunto.;2024-03-16 11:30:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
oferta_exclusiva@spam.com;usuario22@gmail.com;Oferta Exclusiva;¡Aproveche esta oferta única!  [enlace];2024-03-17 14:00:00;2;sospechoso;1;1;0.2;Fail;1;1;3;0;SPAM
correo_importante@empresa.com;usuario23@empresa.com;Cambios en la politica;Se adjunta la nueva política de la empresa.;2024-03-17 16:45:00;0;comun;1;0;0.7;Pass;0;0;0;0;HAM
promocion_especial@spam.net;usuario24@hotmail.com;¡Gane un Carro!;¡Participe en nuestra rifa y gane un carro nuevo!;2024-03-18 10:15:00;3;sospechoso;1;1;0.1;Fail;1;0;4;0;SPAM
atencion_cliente@empresa.com.co;usuario25@empresa.com.co;Solicitud de información;Gracias por su consulta, pronto nos comunicaremos con usted;2024-03-18 12:30:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
oferta_unica@spam.org;usuario26@yahoo.com,usuario27@gmail.com;¡No lo pierda!;¡Última oportunidad para obtener descuentos increíbles!;2024-03-19 15:00:00;4;sospechoso;2;2;0.2;Fail;1;1;5;1;SPAM
información_importante@empresa.com;usuario28@empresa.com.co;Actualización de software;Se requiere actualizar el software a la versión más reciente.;2024-03-19 17:15:00;0;comun;1;0;0.9;Pass;0;0;1;0;HAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
oferta_increible@spam.com;usuario1@example.com,usuario2@example.com,usuario3@example.com;¡Gane un Millón!;¡Felicidades! Ha ganado un millón de pesos.  Reclame su premio aquí: [enlace sospechoso].;2024-07-26 10:30:00;5;sospechoso;3;2;0.2;Fail;1;1;4;1;SPAM
ganagana@mail.net;cliente@empresa.com.co;Su cuenta ha sido bloqueada;Estimado cliente, su cuenta ha sido bloqueada debido a actividad sospechosa. Haga clic aquí para desbloquearla: [enlace malicioso];2024-07-26 12:45:00;4;lista_negra;1;1;0.1;Fail;1;0;3;0;SPAM
banco_colombia@phishing.net;usuario4@gmail.com,usuario5@outlook.com;Actualice su información bancaria;Estimado cliente Banco de Colombia, actualice su información bancaria para evitar el bloqueo de su cuenta.  [Enlace malicioso];2024-07-27 08:15:00;6;lista_negra;2;1;0.3;Fail;1;0;5;1;SPAM
amigo@gmail.com;amigo@gmail.com;Cita para el café;Hola amigo, ¿te animas a tomar un café mañana a las 10am?;2024-07-27 14:00:00;0;comun;1;0;0.8;Pass;0;0;0;0;HAM
ofertas_especiales@spam.co;persona1@email.com,persona2@email.co;¡Ofertas Increíbles!;Aproveche nuestras ofertas increíbles. ¡Compre ahora y gane un premio!;2024-07-28 11:20:00;3;sospechoso;2;3;0.15;Fail;1;1;2;0;SPAM
notificacion@fraud.com;usuario6@yahoo.com;Alerta de Seguridad;Su cuenta ha sido comprometida.  Ingrese sus datos aquí para protegerla: [enlace falso];2024-07-28 15:30:00;7;lista_negra;1;2;0.2;Fail;1;0;6;1;SPAM
ana@gmail.com;maria@gmail.com;Feliz Cumpleaños;¡Feliz cumpleaños, Maria! Espero que tengas un día maravilloso.;2024-07-29 09:00:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
premio_mayor@spam.com.co;cliente1@mail.com,cliente2@email.com;¡Has ganado!;¡Felicitaciones! Ha ganado un premio. Reclámelo aquí: [enlace fraudulento];2024-07-29 17:45:00;5;sospechoso;3;1;0.1;Fail;1;1;3;1;SPAM
juan@gmail.com;pedro@gmail.com;Reunion;Nos vemos mañana a las 11am en la oficina.;2024-07-30 13:15:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
superoferta@correo.com;usuario7@hotmail.com;Oferta Limitada;Aproveche esta oferta limitada por tiempo corto. ¡Compre ya!;2024-07-31 09:30:00;2;sospechoso;2;1;0.2;Fail;1;0;1;0;SPAM
soporte@falso.net;usuario8@gmail.com,usuario9@outlook.com;Problema con su cuenta;Estimado usuario, hemos detectado un problema en su cuenta. Haga clic aquí para solucionarlo: [enlace peligroso];2024-07-31 16:00:00;4;lista_negra;2;1;0.1;Fail;1;0;4;1;SPAM
compañero@empresa.co;jefe@empresa.co;Informe Proyecto X;El informe del Proyecto X está adjunto.;2024-08-01 10:00:00;0;comun;1;0;0.7;Pass;0;1;0;0;HAM
oferta_imperdible@spam.com.co;usuario10@yahoo.com,usuario11@gmail.com;¡No lo pierda!;¡Oferta imperdible! Compre ahora y reciba un descuento.  [Enlace sospechoso];2024-08-01 14:30:00;3;sospechoso;3;2;0.1;Fail;1;0;2;1;SPAM
cliente@empresa.com.co;proveedor@proveedor.com;Pedido #1234;Su pedido #1234 ha sido enviado.;2024-08-02 08:45:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
ganador@correo.com;usuario12@hotmail.com;¡Eres un ganador!;¡Felicidades! Ha ganado un premio.  [Enlace a sitio falso];2024-08-02 11:15:00;4;sospechoso;2;1;0.2;Fail;1;1;3;0;SPAM
atencion_cliente@empresa.co;cliente@empresa.co;Consulta sobre su pedido;Gracias por su consulta, le responderemos en breve.;2024-08-03 10:30:00;0;comun;1;0;0.95;Pass;0;0;0;0;HAM
promocion@spam.com;usuario13@gmail.com,usuario14@outlook.com;¡Gran promoción!;¡Aproveche nuestra gran promoción!  [Enlace fraudulento];2024-08-03 15:00:00;3;sospechoso;2;2;0.2;Fail;1;1;2;1;SPAM
correo_importante@spam.net;usuario15@yahoo.com;Información Urgente;Información urgente. Haga clic aquí: [enlace peligroso];2024-08-04 09:15:00;4;lista_negra;1;1;0.1;Fail;1;0;4;1;SPAM
amigo_cercano@gmail.com;amigo_cercano@gmail.com;Salida a comer;Te propongo ir a comer algo este fin de semana;2024-08-04 18:00:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
oferta_exclusiva@spam.com.co;usuario16@hotmail.com;Oferta Exclusiva;Esta oferta es exclusiva para usted. [Enlace falso];2024-08-05 11:30:00;2;sospechoso;1;1;0.1;Fail;1;0;1;0;SPAM
notificaciones@falso.net;usuario17@gmail.com;Actualiza tu cuenta;Actualiza tu cuenta para evitar inconvenientes.;2024-08-05 16:45:00;3;lista_negra;1;1;0.3;Fail;1;0;2;1;SPAM
remitente_confiable@empresa.com.co;destinatario@empresa.co;Informe de Ventas;El informe de ventas de julio está adjunto.;2024-08-06 09:00:00;0;comun;1;0;0.8;Pass;0;1;0;0;HAM
ofertas_increibles@spam.co;usuario18@yahoo.com,usuario19@gmail.com;¡Gane un carro!;¡Ha ganado un carro! Reclame su premio aquí: [enlace fraudulento];2024-08-06 12:15:00;5;sospechoso;3;1;0.2;Fail;1;1;4;1;SPAM
familia@gmail.com;familia@gmail.com;Plan familiar;Vamos al cine este sábado?;2024-08-07 14:30:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
oferta_unica@spam.net;usuario20@outlook.com;¡Aprovecha esta oferta!;Oferta única por tiempo limitado. ¡No te la pierdas!;2024-08-07 19:00:00;2;sospechoso;2;1;0.2;Fail;1;0;1;0;SPAM
remitente@example.com;usuario1@example.com,usuario2@example.com;Oferta Increíble!;¡Gane un carro nuevo!;2024-07-26 10:30:00;5;sospechoso;2;2;0.1;Fail;1;1;3;1;SPAM
remitente2@example.com;cliente@example.com;Actualización de su cuenta;Estimado cliente, actualice su información.;2024-07-25 14:45:00;1;comun;1;0;0.9;Pass;0;0;0;0;HAM
remite3@spam.com;usuario1@example.com,usuario2@example.com,usuario3@example.com,usuario4@example.com;¡Gane un millón!;¡No lo pierda!;2024-07-27 09:15:00;7;lista_negra;4;3;0.2;Fail;1;1;5;1;SPAM
remitente4@example.com;amigo@example.com;Cita para el café;Nos vemos mañana a las 10am.;2024-07-24 16:00:00;0;comun;1;0;0.8;Pass;0;0;0;0;HAM
remite5@spam.com;usuario5@example.com,usuario6@example.com;¡Oferta Exclusiva!;¡Aproveche ahora!;2024-07-28 11:20:00;6;sospechoso;2;1;0.15;Fail;1;1;4;1;SPAM
remitente6@example.com;familiar@example.com;Feliz cumpleaños!;¡Te quiero mucho!;2024-07-23 18:30:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
remite7@spam.com;usuario7@example.com,usuario8@example.com,usuario9@example.com;¡Préstamo urgente!;Dinero rápido y fácil;2024-07-29 13:00:00;4;lista_negra;3;2;0.2;Fail;1;1;2;1;SPAM
remitente8@example.com;colega@example.com;Reunión de trabajo;Detalles de la reunión.;2024-07-22 15:00:00;0;comun;1;0;0.95;Pass;0;0;0;0;HAM
remite9@spam.com;usuario10@example.com,usuario11@example.com,usuario12@example.com;¡Ganaste un premio!;Reclame su premio ahora!;2024-07-30 17:45:00;8;lista_negra;3;4;0.1;Fail;1;1;6;1;SPAM
remitente10@example.com;jefe@example.com;Informe semanal;Informe adjunto.;2024-07-21 09:00:00;1;comun;1;0;0.7;Pass;0;1;1;0;HAM
remite11@spam.com;usuario13@example.com,usuario14@example.com;¡Invierta ahora!;¡Grandes ganancias!;2024-07-31 12:15:00;5;sospechoso;2;2;0.1;Fail;1;1;3;1;SPAM
remitente12@example.com;pareja@example.com;Te amo!;Te extraño mucho;2024-07-20 20:00:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
remite13@spam.com;usuario15@example.com,usuario16@example.com,usuario17@example.com;¡Aumente su pene!;Medicamentos milagrosos;2024-08-01 14:30:00;7;lista_negra;3;3;0.1;Fail;1;1;4;1;SPAM
remitente14@example.com;abogado@example.com;Consulta legal;Detalles de la consulta.;2024-07-19 11:00:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
remite15@spam.com;usuario18@example.com,usuario19@example.com;¡Vacaciones gratis!;Reserve ahora;2024-08-02 08:45:00;6;sospechoso;2;1;0.2;Fail;1;1;2;1;SPAM
remitente16@example.com;doctor@example.com;Cita médica;Recordatorio de su cita.;2024-07-18 16:30:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
remite17@spam.com;usuario20@example.com,usuario21@example.com,usuario22@example.com,usuario23@example.com;¡Fortuna inesperada!;Gane la lotería!;2024-08-03 10:15:00;9;lista_negra;4;5;0.05;Fail;1;1;7;1;SPAM
remitente18@example.com;madre@example.com;Feliz día!;Te quiero mamá!;2024-07-17 19:00:00;0;comun;1;0;0.98;Pass;0;0;0;0;HAM
remite19@spam.com;usuario24@example.com,usuario25@example.com;¡Adelgace rápido!;Píldoras mágicas;2024-08-04 13:45:00;4;sospechoso;2;2;0.1;Fail;1;1;2;1;SPAM
remitente20@example.com;hermano@example.com;Partido de fútbol;Nos vemos en el estadio!;2024-07-16 14:00:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
remite21@spam.com;usuario26@example.com,usuario27@example.com,usuario28@example.com;¡Compre ahora!;Descuento increíble!;2024-08-05 17:30:00;7;lista_negra;3;3;0.15;Fail;1;1;5;1;SPAM
remitente22@example.com;vecino@example.com;Prestamos de dinero;Necesito ayuda financiera;2024-07-15 10:30:00;2;comun;1;0;0.8;Neutral;1;0;1;0;HAM
remite23@spam.com;usuario29@example.com,usuario30@example.com,usuario31@example.com;¡Última oportunidad!;Gane un viaje!;2024-08-06 09:00:00;6;sospechoso;3;2;0.2;Fail;1;1;3;1;SPAM
remitente24@example.com;compañero@example.com;Proyecto X;Avance del proyecto.;2024-07-14 15:15:00;0;comun;1;0;0.95;Pass;0;0;0;0;HAM
remite25@spam.com;usuario32@example.com,usuario33@example.com;¡Suerte!;Gane un carro!;2024-08-07 12:00:00;5;lista_negra;2;2;0.1;Fail;1;1;2;1;SPAM
remitente@example.com;usuario1@example.com,usuario2@example.com;Oferta Increíble!;¡Gane un carro nuevo! Haga clic aquí: <a href="http://example.com/spam">enlace</a>;2024-07-26 10:30:00;5;sospechoso;2;1;0.2;Fail;1;1;3;1;SPAM
remite2@example.com;cliente@example.com;Actualización de cuenta;Estimado cliente, actualice su información.;2024-07-25 14:45:00;1;comun;1;0;0.8;Pass;0;0;0;0;HAM
ofertas@spam.com;usuario3@example.com,usuario4@example.com,usuario5@example.com;¡Gane un millón!;¡No lo pierdas!  Inscríbete ya.  <a href="http://spam.com/ganar">aquí</a>;2024-07-24 09:15:00;7;lista_negra;3;2;0.1;Fail;1;1;5;1;SPAM
info@empresa.com;contacto@example.com;Reunión importante;Nos vemos mañana a las 10am.;2024-07-23 16:00:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
gana@premio.com;usuario6@example.com,usuario7@example.com;¡Premio garantizado!;Reclama tu premio ahora!;2024-07-22 11:20:00;4;sospechoso;2;1;0.3;Fail;1;1;2;1;SPAM
soporte@example.com;usuario8@example.com;Consulta sobre su pedido;Gracias por su compra.  Número de pedido: 12345.;2024-07-21 13:30:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
correo@spam.net;usuario9@example.com,usuario10@example.com,usuario11@example.com;Oferta Exclusiva!;¡Aproveche esta oportunidad única!;2024-07-20 15:45:00;6;lista_negra;3;2;0.15;Fail;1;1;4;1;SPAM
noticias@example.com;usuario12@example.com;Últimas noticias;Lea las últimas noticias nacionales e internacionales.;2024-07-19 08:00:00;1;comun;1;0;0.95;Pass;0;0;1;0;HAM
promociones@spam.net;usuario13@example.com,usuario14@example.com;¡Aumente sus ingresos!;Invierta ahora y gane mucho dinero.;2024-07-18 12:15:00;8;lista_negra;3;3;0.05;Fail;1;1;6;1;SPAM
contacto@empresa.com;usuario15@example.com;Factura Nro 1234;Adjunto encontrará su factura.;2024-07-17 17:30:00;0;comun;1;0;1.0;Pass;0;1;0;0;HAM
